Raw,Raw_Translated,Clean,Clean_Translated,Tag
MINSAN KELANGAN MONG SUMUKO NALANG,Sometimes you just have to give up,MINSAN KELANGAN MONG SUMUKO NALANG,Sometimes you just have to give up,1
"minsan lang ako magsalita. minsan lang magstatus.. pero sa mga kamag-anak ko na BBM at mga tulad ni robin padilla ang binoto, sana alam niyong binenta niyo ang kinabukasan ko.","Sometimes I just speak. Only once in a while .. But to my BBM relatives and Robin Padilla's likes, you would have known that you sold my future.","minsan lang ako magsalita. minsan lang magpost ng status.. pero sa mga kamag-anak ko na BBM at mga tulad ni robin padilla ang binoto, sana alam niyong binenta niyo ang kinabukasan ko.","Sometimes I just speak. Sometimes just post status .. But to my BBM relatives and those like Robin Padilla, you would have known that you sold my future.",0
Miss na kita!!!  More birthdays to come and sana hindi ka magbago. Alam mo naman na nandito lang kami lagi para sayo hehe!~,Miss you!!! More birthdays to come and hopefully you won't change. You know we're just here for you! ~,Miss na kita!!!More birthdays to come and sana hindi ka magbago. Alam mo naman na nandito lang kami lagi para sayo hehe!~,Miss na kita !!! more birthdays to come and hope you won't change. You know we're just here for you! ~,0
"mula noon, hanggang ngayon.",from then until now.,"mula noon, hanggang ngayon.",from then until now.,0
Muling nagbabala si Pres. Rodrigo Duterte sa mga gumagamit ng iligal na droga na ihinto na ito.,Pres. Rodrigo Duterte told illegal drug users to stop it.,Muling nagbabala si Pres. Rodrigo Duterte sa mga gumagamit ng iligal na droga na ihinto na ito.,Pres. Rodrigo Duterte told illegal drug users to stop it.,0
"My name is bobo, napakabobo","My name is stupid, very stupid","My name is bobo, napakabobo","My name is stupid, very stupid",1
"Na-curious ako sa fandom ni crush. Pag nag-iistalk kasi ako sa fb or twitter niya, puro about kay Ariana, Shawn Mendes, etc.","I was curious about crush's fandom. When I was on his FB or Twitter, it was about Ariana, Shawn Mendes, etc.","Na-curious ako sa fandom ni crush. Pag nag-iistalk kasi ako sa fb or twitter niya, puro about kay Ariana, Shawn Mendes, etc.","I was curious about crush's fandom. When I was on his FB or Twitter, it was about Ariana, Shawn Mendes, etc.",0
Nabusog ka ba Kinain mo kasi lahat ng pangako mo.,Are you satisfied that you ate all your promises.,Nabusog ka ba Kinain mo kasi lahat ng pangako mo.,Are you satisfied that you ate all your promises.,1
nadapa malapit sa raymundo waiting shed at nagkandasugat ang tuhod at siko,stuck near the raymundo waiting shed and knee and elbow wounded,nadapa malapit sa raymundo waiting shed at nagkandasugat ang tuhod at siko,stuck near the raymundo waiting shed and knee and elbow wounded,0
nag abala kapa sa pag uwi ko sa 8 hahahah,I was busy when I got home 8 hahahah,nag abala kapa sa pag uwi ko sa 8 hahahah,I was busy when I got home 8 hahahah,0
"Nag post sya ng pic ko sa timeline ko para mag ""Rest in peace"" magtitrip dapat sya.","He posted my pic on my timeline to ""rest in peace"" he should.","Nag post sya ng pic ko sa timeline ko para mag ""Rest in peace"" mang aasar dapat sya.","He posted my pic on my timeline to ""rest in peace"" he should.",1
naghiheal na e TAPOS MAKIKITA KO NA NAMAN YUNG KABOBOHAN MONG KUTO KA EDI NAG INIT NA NAMAN DUGO KO SAYO PWEDE BA SHUT UP KA NA LANG,I will see that I will see your lice again and again and again I can just shut up,"naghiheal na e. TAPOS MAKIKITA KO NA NAMAN YUNG KABOBOHAN MONG KUTO KA, EDI NAG INIT NA NAMAN DUGO KO SAYO. PWEDE BA SHUT UP KA NA LANG","na na na e. Then I'll see your lice again, but my blood is hot again. Can you just shut up",1
Nagkaroon ka na ba ng writer na boyfriend Nakabasa ka na ba ng kanyang akda na akala mo para sa iyo pero hindi naman pala,Have you ever had a boyfriend who has read his work that you think for you but not at all,Nagkaroon ka na ba ng writer na boyfriend Nakabasa ka na ba ng kanyang akda na akala mo para sa iyo pero hindi naman pala,Have you ever had a boyfriend who has read his work that you think for you but not at all,0
"Naguguluhan ka ba sa ""Supply"" and ""Demand"" na lesson sa Economics","Are you confused by the ""supply"" and ""demand"" lesson in economics","Naguguluhan ka ba sa ""Supply"" and ""Demand"" na lesson sa Economics","Are you confused by the ""supply"" and ""demand"" lesson in economics",0
nakamove on na ako dito eh,I've been on it here eh eh,naka-move on na ako dito eh,I've moved on here eh eh,0
Nakaka-motivate ,Motivated,Nakaka-motivate ,Motivated,0
Nakakainis na. Ang insensitive niyo. Sabihin niyo naman sakin if may halaga pa ba ako sa inyo para naman di ako magmukhang tanga na ako na lang ang nagtetreasure ng moment with you guys.,It's annoying. Your insensitive. Tell me if I still have value to you so I don't look like a fool that I'm the only one who has a moment with you guys.,Nakakainis na. Ang insensitive niyo. Sabihin niyo naman sakin if may halaga pa ba ako sa inyo para naman di ako magmukhang tanga na ako na lang ang nagtetreasure ng moment with you guys.,It's annoying. Your insensitive. Tell me if I still have value to you so I don't look like a fool that I'm the only one who has a moment with you guys.,1
"Nakakapagod din pa lang magkacrush. Kasi di ba, macococoncious ka bigla pag andyan siya, kikiligin ka sa kanya, magdadaydream ka about sa kanya,.","It is still tiring to have a lot of fun. Because, you are macococoncious when he is there, you will love him, you will talk about him ,.","Nakakapagod din pa lang magkacrush. Kasi di ba, macococoncious ka bigla pag andyan siya, kikiligin ka sa kanya, magdadaydream ka about sa kanya,.","It is still tiring to have a lot of fun. Because, you are macococoncious when he is there, you will love him, you will talk about him ,.",0
Nakita kita non sa campus and that day nagkakalabuan kami ng boyfriend ko.,I saw you on campus and that day my boyfriend and I were having a good time.,"Nakita kita non sa campus, and that day nagiging malabo na ang relasyon namin ng boyfriend ko.","I saw you on campus, and that day my boyfriend and I were getting a bad relationship.",0
aku kakilig namang isipin na masaya ka na. Ano kayang name ng asawa mo,I love to think that you're happy. What is your wife's name,"Naku, kakilig namang isipin na masaya ka na. Ano kayang name ng asawa mo","Alas, it's fun to think you're happy. What is your wife's name",0
"Naluluha akong ngumiti, ""Masakit pa pero worth it naman."" Ipinakita ko sa kanya ang tattoo na nasa pupulsuhan ko,","I smiled, ""It hurts but it's worth it."" I showed him the tattoo that I was in my puppies,","Naluluha akong ngumiti, ""Masakit pa pero worth it naman."" Ipinakita ko sa kanya ang tattoo na nasa pulso ko","I smiled, ""It hurts but it's worth it."" I showed him the tattoo that was on my wrist",0
Nalungkot si Cristy Fermin sa nabalitaan niya umano tungkol kay Kris Aquino.,Cristy Fermin was saddened by what she had heard about Kris Aquino.,Nalungkot si Cristy Fermin sa nabalitaan niya umano tungkol kay Kris Aquino.,Cristy Fermin was saddened by what she had heard about Kris Aquino.,0
Namamahalan ka ba kumain ng seafood sa mga malls Ngayon kaya mo na gumawa neto sa bahay niyo sobrang dali lang,Do you love to eat seafood in the malls now so you can make it to your house very easy,Namamahalan ka ba kumain ng seafood sa mga malls Ngayon kaya mo na gumawa neto sa bahay niyo sobrang dali lang.,Do you love to eat seafood in the malls today so you can make it to your house very easy.,0
"Nangako si dating senador Ferdinand Marcos, Jr. na magiging masipag na pangulo sakaling manalo sa #Halalan2022.","Former Senator Ferdinand Marcos, Jr. which will be a hardworking president in the event of a winner of #Election2022.","Nangako si dating senador Ferdinand Marcos, Jr. na magiging masipag na pangulo sakaling manalo sa #Halalan2022.","Former Senator Ferdinand Marcos, Jr. which will be a hardworking president in the event of a winner of #Election2022.",0
"Naniniwala kasi akong kung tanga ka, tanga ka talaga. Kanya kanyang choice sa buhay yan.","Because I believe if you're stupid, you're really stupid. She has her choice in life.","Naniniwala kasi akong kung tanga ka, tanga ka talaga. Kanya-kanyang choice sa buhay yan.","Because I believe if you're stupid, you're really stupid. It is his choice in life.",1
Nanuod ka ng movie sa illegal website:,You watch a movie on the illegal website:,Nanuod ka ng movie sa illegal website:,You watch a movie on the illegal website:,0
paka gago nung nag abot ng mang tomas kay nadine hahahhaa,Paka was so bad when Mang Tomas reached Nadine hahahhaa,napaka gago nung nag abot ng mang tomas kay nadine hahahhaa,Mang Tomas was very crazy about Nadine hahahhaa,1
Napakahirap ng bansa natin para sakupin pa ng kahit anong bansa!,Our country is very difficult to occupy any country!,Napakahirap ng bansa natin. Hindi tayo sasakupin pa ng kahit anong bansa!,Our country is very difficult. We will not be covered by any country!,0
Napapaisip na ko gagu ,I thought I was gagu,Napapaisip na ko gagu ,I thought I was gagu,1
"Nasa acceptance part na ako kay Robin, kay Jinggoy ang hirap talaga. ","I'm in the acceptance part of Robin, Jinggoy is really hard.","Nasa acceptance part na ako kay Robin, kay Jinggoy ang hirap talaga. ","I'm in the acceptance part of Robin, Jinggoy is really hard.",0
"Nasa North Korea style of Government ka na sana ngayon kung hindi nag Martial Law. Ang hirap sa inyong mga ipinanganak ng yr 2K, akala nyo nakarating na kayo ng time ng 70's at 80's. Kung sana lang kasing edad ka namin ng Daddy mo, maniniwala pa ako sa ipinaglalaban mo. Kaya lang, kami ang naka ranas ng buhay ng mga panahon nuon at sa panahon ngayon kasama ka, kaya kami ang nakakapag kumpara kung ano ang kaibahan nuon at ngayon.","You are in North Korea style of government now without martial law. The hardships of those who were born YR 2K, you thought you had reached the 70's and 80's. If only you were as old as your daddy, I would still believe what you were fighting for. So, we are the ones who have lived the lives of those times and nowadays with you, so we are able to compare what is different and now.","Nasa North Korea style of Government ka na sana ngayon kung hindi nag Martial Law. Ang hirap sa inyong mga ipinanganak ng yr 2K, akala nyo nakarating na kayo ng time ng 70's at 80's. Kung sana lang kasing edad ka namin ng Daddy mo, maniniwala pa ako sa ipinaglalaban mo","You are in North Korea style of government now without martial law. The hardships of those who were born YR 2K, you thought you had reached the 70's and 80's. If only you were as old as your daddy, I would still believe what you were fighting for",1
"naudlot pagiging lowkey person ko sa socmed, sinasagad ako ng katangahan nyo","My Lowkey Person in SOCMED, I AM","naudlot pagiging lowkey person ko sa socmed, sinasagad ako ng katangahan nyo.","My lowkey person is a lowkey person in socmed, my stupidity is me.",0
"Ngayon ikaw nakarma...
Saan ka
Gaga babantay bantay ka
Ikaw to ngayon nagkaproblema
Yan Kasi pwet ko Kasi binabantayan mo,","Now you are alarming ...
Where are you
Gaga will watch you watch
You are now in trouble
That's because I watch it because you're watching over it,","Ngayon ikaw na-karma.Saan ka Gaga babantay bantay ka. Ikaw to ngayon ang nagkaproblema
Yan Kasi, puwet ko Kasi binabantayan mo,","Now you are a karma. Where are you going to watch. You are now in trouble
That's because, I'm just watching over it,",1
Nung araw na yun alam ko na na paparating na talaga yung time na mamamatay na si lolo. Wala kaming direct connection sa probinsya dahil nga sa masaklap at di malilimutang pangyayari between sa kapatid at parents ni papa at sa family ko.,That day I knew that Grandpa's time was about to die. We do not have a direct connection to the province because of the sad and unforgettable events between my dad and my parents and my family.,"Nung araw na yun, alam ko nang paparating na talaga yung time na mamamatay na si lolo. Wala kaming direct connection sa probinsya dahil nga sa masaklap at di malilimutang pangyayari between sa kapatid at parents ni papa at sa family ko.","That day, I knew that Grandpa's time was coming. We do not have a direct connection to the province because of the sad and unforgettable events between my dad and my parents and my family.",0
"Yung sinabihan ka ng ""I Love you!"" o kaya naman ""Mahal na kita"" saktong April Fool's pa!!!!","The one who told you ""I love you!"" Or ""I love you"" April Fool's PA !!!!","Nung sinabihan ka ng ""I Love you!"" o kaya naman ""Mahal na kita"", pero saktong April Fool's day","When you were told ""I love you!"" Or ""I love you"", but April Fool's Day",0
yung umiy4k ka kagabi tapos pag gising mo chinese kana,You got up last night when you woke up Chinese,"Nung umiyak ka kagabi, tapos pag gising mo chinese kana","When you cried last night, then you woke up Chinese",0
"Omaghad, pakibuhusan ung nasusunog ","OMAGHAD, PLEASE NOTE","O my god, pakibuhusan yung nasusunog ","O My God, Pour the burning",0
"Of course, birthday ko, so ako din gagawa ng content!","Of course, my birthday, so I'm going to make content too!","Of course, birthday ko, so ako din gagawa ng content!","Of course, my birthday, so I'm going to make content too!",0
Oh! Mga marites mabubuntis na daw ako this year wait niyo lang. Di kasi uso sainyo condom eh kaya kayo nauuna sakin eh,Oh! Marites are pregnant this year just wait for you. It's not a trend for you condoms so you are ahead of me,"Oh! Mga marites mabubuntis na daw ako this year, wait niyo lang. Hindi kasi uso sa inyo condom eh, kaya kayo nauuna sakin eh","Oh! Marites are pregnant this year, just wait. It's not a trend for your condoms, so you are ahead of me",1
"ohhh talaga bahhhh!! 
(dahil madami akong time today.)","Ohhh really bahhhh !!
(Because I have a lot of time today.)","ohhh talaga bahhhh!! 
(dahil madami akong time today.)","Ohhh really bahhhh !!
(Because I have a lot of time today.)",0
Ok lang maglinis gamit chani! Tiisin mo lang yung sakit #tiisganda hahahah,It's okay to clean with Chani! Just tolerate the pain #tiisganda hahahah,Ok lang maglinis gamit chani! Tiisin mo lang yung sakit hahahah,It's okay to clean with Chani! Just tolerate the pain hahahah,0
ok pero ang ganda ng mata mo!!!!,ok but your eyes are beautiful !!!!,ok pero ang ganda ng mata mo!!!!,ok but your eyes are beautiful !!!!,0
Okay balik na kami sayo HAHAHAHAHA,Okay let's go back to you hahahahaha,Okay balik na kami sayo HAHAHAHAHA,Okay let's go back to you hahahahaha,0
"okay lang yan ate, we feel you po","okay lang yan ate, we feel you po","okay lang yan ate, we feel you po","okay lang yan ate, we feel you po",0
Ok lng yan hindi ka halatang wlang ligo ah iba tlaga pag nakakojic ka ,Ok lng yan you are not obvious that you don't have to do,"Okay lang yan, hindi ka halatang walang ligo, iba talaga kapag naka ""kojic"" ka","That's okay, you're not obviously no bath, it's really different when you're ""kojic""",0
Okay lang yn Dawn Chang para satin to magtwala ka.,It's okay for you to go to satin to let you down.,"Okay lang yn, Dawn Chang. para satin to magtwala ka.","It's okay, Dawn Chang. For satin to ignore you.",0
okay madali akong kausap chz,Okay I'm easy to talk to chz,okay madali akong kausap chz,Okay I'm easy to talk to chz,0
okay buo na desisyon ko hahahhaa\,Okay my whole decision hahahhaa \,okay. buo na desisyon ko. hahahhaa\,Okay. My whole decision. hahahhaa \,0
Okay. Hindi pa tapos ang laban.,Okay. The fight is not over yet.,Okay. Hindi pa tapos ang laban.,Okay. The fight is not over yet.,0
okay madali akong kausap chz,Okay I'm easy to talk to chz,okay. madali akong kausap chz,Okay. I can easily talk chz,0
OMG KAYO BEH HAHAHAHAHAHAHAHAHAHAHHHAHAHAHAHAHHAH,Omg kayo beh hahahahahahahahahahahahahahahahahhah,OMG KAYO BEH HAHAHAHAHAHAHAHAHAHAHHHAHAHAHAHAHHAH,Omg kayo beh hahahahahahahahahahahahahahahahahhah,0
"Omsss, kung ako rin kay Anya, nahihilo na ako at ganyang level ","OMMSS, if I were with Anya, I would be dizzy and that level","Omsss, kung ako rin kay Anya, nahihilo na ako at ganyang level ","OMMSS, if I were with Anya, I would be dizzy and that level",0
Oo nga no.. ,Yeah no ..,Oo nga no.. ,Yeah no ..,0
oo wag kana magchat,yes don't do that,oo. wag kana magchat,Yes. stop chatting,0
Ooops hahahahaha tamang attitude yan Yahoo,Ooops hahahahaha correct attitude yan yahoo,"Ooops hahahahaha tamang attitude yan, Yahoo","Ooops hahahahaha right attitude yan, yahoo",0
Open na ulit for tourist ang South Korea 🇰🇷 ,South Korea is open again for tourist 🇰🇷,Open na ulit for tourist ang South Korea ,South Korea is open again for tourist,0
Pa flex lang po..Finally natapos nadin ang home sweet home naming mag-iina..kasya na sa aming 3 ang 30sqm na Loft Style House,Pa flex lang po..finally finished our home sweet home here..it's up to 3 the 30sqm loft style house,Pa flex lang po..Finally natapos nadin ang home sweet home naming mag-iina..kasya na sa aming 3 ang 30sqm na Loft Style House,Pa flex lang po..finally finished our home sweet home here..it's up to 3 the 30sqm loft style house,0
Pag BBM loyalist/supporter talaga ang number one requirement ay maging tanga,BBM Loyalist/Supporter is really the number one requirement to be a fool,"Pag BBM loyalist/supporter talaga, ang number one requirement ay maging tanga","When BBM Loyalist/Supporter really is, the number one requirement will be a fool",1
PAG-NALAMAN NG CRUSH MO NA CRUSH MO C'YA EH ANG LAKILAKI NG ULO AT ANG HANGIN HANGIN PA,When you find your crush on you crush you can grow the head and the wind is still,"PAG-NALAMAN NG CRUSH MO, NA GUSTO MO SIYA , EH ANG LAKI NG ULO AT ANG YABANG PA","When you find out your crush, you like him, the size of the head and the pride",0
Pagdaan mo sa kwarto ng anak mo. Ito makikita mo nakapaskil sa door nya..,As you pass by your child's room. This you will see in his door ..,Pagdaan mo sa kwarto ng anak mo. Ito makikita mo nakapaskil sa door nya..,As you pass by your child's room. This you will see in his door ..,0
"Pagkatapos mung sabihin lahat ng pinaka masamang ako sa kwento mu...
Kwento muna din Pano ako naging mabuting tao syo bago ako naging #TARANTADO","Then just tell me all the worst of my story ...
Story first but I became a good person before I became #Tarantado","Pagkatapos mung sabihin lahat ng pinaka masamang ako sa kwento mo
Kwento mo na din kung paano ako naging mabuting tao sayo bago ako naging #TARANTADO","Then just tell all the worst I am in the story of you
You also tell how I became a good person before I became #Tarantado",1
Pagpupugay sa mga bagong Inhinyero ng Bayan!,Congratulations to new town engineers!,Pagpupugay sa mga bagong Inhinyero ng Bayan!,Congratulations to new town engineers!,0
"Pagtantiya at Pagsukat ng Haba, Bigat at Laman o Capacity Gamit ang Non- Standard Units na Panukat. 
Nag -Enjoy ang mga bata","Estimating and measuring length, weight and flesh or capacity using non-standard metric units.
Children enjoy","Pagtantiya at Pagsukat ng Haba, Bigat at Laman o Capacity Gamit ang Non- Standard Units na Panukat. 
Nag -Enjoy ang mga bata","Estimating and measuring length, weight and flesh or capacity using non-standard metric units.
Children enjoy",0
Pahabol DP change bago matapos yung term HAHAHA,PLEASE DP CHANGE BEFORE THE TERM HAHAHA,Pahabol magbago ng DP bago matapos yung term HAHAHA,Please change DP before the term end hahaha,0
Pakain kita te sa aso ko HAHA,I'll feed you to my dog ​​haha,Pakain kita te sa aso ko HAHA,I'll feed you to my dog ​​haha,1
panalo: kuya byron,Win: Kuya Byron,panalo: kuya byron,Win: Kuya Byron,0
"Panget mo manira, umaabot saken yung balita Hahaha","You look so good, the news is coming up hahaha","Panget mo manira, umaabot saken yung balita Hahaha","You look so good, the news is coming up hahaha",1
Panget mo tanga ,You're so stupid,Panget mo tanga ,You're so stupid,1
"Panget na nga humor mo, panget pa ugali mo","You're so humor, you still have a habit","Panget na nga ng humor mo, ang panget pa ugali mo","Your humor is so bad, your ugly behavior",1
Papatayin kita sa sarap ng pagmamahal ko,I will kill you with my love,Papatayin kita sa sarap ng pagmamahal ko,I will kill you with my love,0
Para sa mga kapwa ko na lumaban para sa magandang kinabukasan ng bayan:,For my fellowmen to fight for the good future of the town:,Para sa mga kapwa ko na lumaban para sa magandang kinabukasan ng bansa,For my fellow fellows to fight for the good future of the country,1
"Para sa mga teachers na trinetreat na special yung mga special section especially STE, please, be fair tayo teachers.","For the teachers who are trinetreat special sections especially STE, please, be fair tayo teachers.","Para sa mga teachers na trinetreat na special yung mga special section especially STE, please, be fair teachers.","For the teachers who are trinetreat special sections especially STE, please, be fair teachers.",0
para san pa ang upuan e kung ihampas ko kaya sa inyo,It is still the seat e if I can beat you,para san pa ang upuan e kung ihampas ko kaya sa inyo.,It would be like a seat if I hit you.,1
"Para umasenso ako, alam kong kailangan kong mag-aral. Pero teka, hindi naman ako mayaman. Kailangan ko ng libreng matrikula. Sino may hawak nito Gobyerno.","To get up, I knew I needed to study. But hey, I'm not rich. I need free tuition. Who holds this government.","Para umasenso ako, alam kong kailangan kong mag-aral. Pero teka, hindi naman ako mayaman. Kailangan ko ng libreng matrikula. Sino may hawak nito Gobyerno.","To get up, I knew I needed to study. But hey, I'm not rich. I need free tuition. Who holds this government.",0
Paranng di nag bago...Lalong naging Pretty lang..hehe,Paranng di nag new ... it just became pretty..hehe,Parang hindi nag bago. Lalong naging Pretty lang. hehe,It seems like nothing new. It just became pretty. Hehe,0
parang nasa classroom lang hahahaha,It looks like it's just in the classroom hahahaha,parang nasa classroom lang hahahaha,It looks like it's just in the classroom hahahaha,0
paro paro g,paro paro g,paro paro g,paro paro g,0
Pass pre. Di ko trip mag videoke at inuman sa Senado ,Pass pre. I did not trip to videoke and drink in the Senate,Pass pare. Hindi ko gusto mag videoke at inuman sa Senado ,Pass pare. I don't like videoke and drinking in the Senate,0
"Patay ang isang bata sa Rodriguez, Rizal matapos bugbugin at ihampas ng ilang beses sa kalsada ng kanyang sariling ama.","A child was killed in Rodriguez, Rizal after beaten and beaten several times on his own father's road.","Patay ang isang bata sa Rodriguez, Rizal matapos bugbugin at ihampas ng ilang beses sa kalsada ng kanyang sariling ama.","A child was killed in Rodriguez, Rizal after beaten and beaten several times on his own father's road.",1
Patayin ko kaya wifi HAHAHAHAHHAA,I kill so wifi hahahahahhaa,Patayin ko kaya wifi HAHAHAHAHHAA,I kill so wifi hahahahahhaa,0
pati idol ko sukong suko na sa buhay ,as well as my idol of life,"pati yung idol ko, gusto na sumuko sa buhay ","As for my idol, I want to give up on life",1
People are so stupid huhuhu,People are so stupid huhuhu,People are so stupid. huhuhu,People are so stupid. huhuhu,0
pero mas gwafu si Kuua CYMONN,Pero Masfu not kill Cymonn,pero mas gwafu si Kuua CYMONN,Pero Masfu not kill Cymonn,0
"PERO PLEASE TAMA NA KASING PANG AASAR XD
NAGMAMAKA AWA AKO T^T","But please that's as good as XD
I begged me T^T","PERO PLEASE TAMA NA KASING PANG AASAR XD
NAGMAMAKA AWA AKO T^T","But please that's as good as XD
I begged me T^T",1
Picture muna bago mag finals sa monday kahit naman may grades na psshh,Picture first before finals in Monday even with psshh grades,"Picture muna bago mag finals sa monday, kahit naman may grades na","Picture first before finals in Monday, even with grades already",0
"Pinagbigyan ka na ha, baka magtampo ka pa.","You have been given, you might be contributing.","Pinagbigyan ka na ha, baka mag tampo ka pa.","You have been given, you might even get hurt.",0
Pinost ko ba to Hoy John James S. Girao may alam ka ba dito,Did I post to HOY JAMES S. GIRAO DO YOU KNOW HERE,Pinost ko ba to Hoy John James S. Girao may alam ka ba dito,Did I post to HOY JAMES S. GIRAO DO YOU KNOW HERE,0
"Plus, they attached an article on that video that says ""when someone claims to work for 18 hours is just stupid or lying"". The context of the article was not even in the Philippines. Parang tanga lang.","Plus, they attached an article on that video that says ""when someone claims to work for 18 hours is just stupid or lying"". The context of the article was not even in the Philippines. Parang tanga lang.","Plus, they attached an article on that video that says ""when someone claims to work for 18 hours is just stupid or lying"". The context of the article was not even in the Philippines. Parang tanga lang.","Plus, they attached an article on that video that says ""when someone claims to work for 18 hours is just stupid or lying"". The context of the article was not even in the Philippines. Parang tanga lang.",1
Proud lang ako. ,I'm just proud.,Proud lang ako. ,I'm just proud.,0
Proud of u mommy Peeya ,Proud of u mommy Peeya ,Proud of u mommy Peeya ,Proud of u mommy Peeya ,0
put4ngina bumabalik nanaman ako sa pagiging mainitin ang ulo mga tarantado kayo,Put4ngina returns I'm getting hot -headed,"putangina bumabalik na naman ako sa pagiging mainitin ang ulo, mga tarantado kayo","Putangina I go back to being hot -headed, you guys",1
putangina niyo nalang (2),Put it on (2),putangina niyo nalang,Putangina nalang nalang,1
Putangina nyo Globe! Pinapasabi ni kuya,Putangina nyo Globe! Kuya says,Putangina nyo Globe! Pinapasabi ni kuya,Putangina nyo Globe! Kuya says,1
PUTCHA DIBA WTF LANG. ANO BANG MERON SA GAWA NI DADANG NA WALA SA GAWA NATIN,Putcha diba wtf lang. What is there in Dad's work that is not in our work,PUTCHA DIBA WTF LANG. ANO BANG MERON SA GAWA NI ROSINDA NA WALA SA GAWA NATIN,Putcha diba wtf lang. What is there in Rosinda's work that is not in our work,1
Pwede bang makisama ka naman nahihirapan na kase sa kakaayos sa iyo,Can you be with you too hard to get along with you,Pwede bang makisama ka naman nahihirapan na kasi sa kakaayos sa iyo,Can you be with you because you have a hard time getting better,0
radikal ang manampal ,The slapping is radical,radikal ang manampal ,The slapping is radical,1
sa batok sana kaso mababatukan ako ni mama,In the case of the case my mom could beat me up,sa batok sana kaso mababatukan ako ni mama,In the case of the case my mom could beat me up,0
"Sa mga bumoto kay Robin,
Eto kayo ./. Putangina nyo!!!!","To those who voted for Robin,
Here you are ./. PUTANGINA NYO !!!!","Sa mga bumoto kay Robin, Eto kayo ./. Putangina nyo!!!!","To those who voted for Robin, here you are ./. PUTANGINA NYO !!!!",1
"Sa mga ganitong pagkakataon mo talaga malalaman kung totoong nararamdaman, naiintindihan at pinahahalagahan ka ng kandidato. VOTE WISELY.","In these cases you will really know how the candidate really feels, understands and values ​​you. Vote wisely.","Sa mga ganitong pagkakataon mo talaga malalaman kung totoong nararamdaman, naiintindihan, at pinahahalagahan ka ng isang kandidato. VOTE WISELY.","In these circumstances you will really know how much a candidate really feels, understands, and values ​​you. Vote wisely.",0
Sa mga nag rereq na hinde kopa nagagawa paalala lang po nilalagnat po kac ako guys sorry guys kac ang alam ko nag hihintay na kayo at alam kong sabik na sabik na kayong manood sa susunodna katarantaduhan..,To those who do not have a cup of remembrance just a fever and I guys sorry guys I know you are waiting and I know you are eager to watch the next nonsense ..,"Sa mga nag request na hinde ko pa nagagawa, paalala lang po nilalagnat po kasi ako, sorry guys kasi ang alam ko nag hihintay na kayo, at alam kong sabik na sabik na kayong manood sa susunod na katarantaduhan..","To those who have requested that I have never done it, just remember that I have a fever, sorry guys because I know you are waiting, and I know you are eager to watch the next nonsense ..",0
"Sa panahon ng dalaw ng mga kababaihan, kadalasan ang ilang mga babae ay nakakaranas ng pananakit ng ulo, pananakit ng puson, irregular na daloy ng dugo, pananamlay o pagkabalisa.","During the two women, some women often experience headaches, pains, irregular blood flow, anxiety or anxiety.","Sa panahon ng period ng mga kababaihan, kadalasan ang ilang mga babae ay nakakaranas ng pananakit ng ulo, pananakit ng puson, irregular na daloy ng dugo, pananamlay o pagkabalisa.","During the period of women, some women often experience headaches, pains, irregular blood flow, anxiety or anxiety.",0
"sa tuwing may umaamin sakin na crush nila ako, pakiramdam ko pinagtritripan lng ako.","Whenever someone admits that they crush me, I feel like I'm being treated.","sa tuwing may umaamin sakin na may crush sila sakin, pakiramdam ko pinagtritripan lng ako.","Whenever someone admits that they have a crush on me, I feel like I'm being treated.",0
Sabi ko focus muna ako sa studies and work but I couldn't say no to you ,I said focus on studies and work first but I couldn't say no to you,Sabi ko focus muna ako sa studies and work but I couldn't say no to you ,I said focus on studies and work first but I couldn't say no to you,0
Sabi na nga ba eh kakampink tong si ateng Taylor mong Swift!,Did you just say that your taylor is a swift!,Sabi na nga ba eh kakampink tong si ateng Taylor mong Swift!,Did you just say that your taylor is a swift!,0
Sadboi cnu b nmn aquoh,Sadboi cnu b nmn aquoh,Sad boi  sino ba naman ako,Sad boi who am I,0
"Sakit ng ulo ko sa sobrang init ng panahon, parang gusto ko ng pera.","My headache in the heat of the day, I feel like I want money.","Sakit ng ulo ko sa sobrang init ng panahon, parang gusto ko ng pera.","My headache in the heat of the day, I feel like I want money.",0
salamat po tita. ,thank you Aunt.,salamat po tita. ,thank you Aunt.,0
Salamat sa huling alaala natin na nahaplos kita na parang aking isang Ina,Thank you for our last memory that I cared for you as my mother,Salamat sa huling alaala natin na nahaplos kita na parang aking isang Ina,Thank you for our last memory that I cared for you as my mother,0
Sampalin kaya kita ng kagandahan john carl darang ,I can beat you with a beauty John Carl Darang,Sampalin kaya kita ng kagandahan john carl darang ,I can beat you with a beauty John Carl Darang,1
Sana kasi naiintindihan ng parents natin na hindi sa grade nababase kung magiging successful ka ba in the future o hindi eh.,Hopefully our parents understand that it is not in grade based on whether you will be successful in the future or not.,Sana kasi naiintindihan ng parents natin na hindi nababase sa grade kung magiging successful ka ba in the future o hindi eh.,Hopefully our parents understand that grade is not based on whether you will be successful in the future or not.,0
